/i/pasta.1,Angel Hair Pasta,16,Pantry,0
/i/pasta.2,Orzo,16,Pantry,0
/i/produce.1.1,Onion,7,Pantry,23040
/i/produce.1.2,Spanish Onion,7,Pantry,23040
/i/produce.1.3,Red Onion,7,Pantry,23040
/i/produce.1.4,Leek,9,Fridge,10080
/i/produce.2,Bread,16,Pantry,5760
/i/produce.2.1,Baguette,20,Pantry,5760
/i/produce.3,Asparagus,18,Fridge,10080
/i/produce.4,Corn,6,Fridge,10080
/i/produce.5,Scallions,9,Fridge,10080
/i/produce.6,Peanut Butter,30,Pantry,0
/i/produce.7,Potatoes,4,Pantry,43200
/i/produce.8,Cucumber,11,Fridge,10080
/i/produce.9,Bell Pepper,15,Fridge,10080
/i/produce.10,Tomato,19,Fridge,10080
/i/produce.11,Arugula,30,Fridge,10080
/i/produce.12,Snap Peas,15,Fridge,10080
/i/produce.13,Kalamata Olives,26,Pantry,10080
/i/produce.14,Garlic,13,Pantry,17280
/i/produce.15,Shallot,13,Pantry,17280
/i/produce.16,Jalapeno,5,Fridge,10080
/i/produce.17,Hass Avocado,8,Fridge,8640
/i/produce.18,Swiss Chard,16,Fridge,10080
/i/produce.19,Canned Tomatoes,12,Pantry,0
/i/produce.20,Butternut Squash,9,Pantry,43200
/i/produce.21,Fresh Ginger,54,Fridge,17280
/i/produce.22,Carrots,3,Fridge,23040
/i/dairy.1,Double Cream,9,Fridge,10080
/i/dairy.2.1,Whole Milk,3,Fridge,10080
/i/dairy.3.1,Gruyere,105,Fridge,17280
/i/dairy.3.2,Parmesan,105,Fridge,17280
/i/dairy.3.3,Goat Cheese,125,Fridge,17280
/i/dairy.3.4,Mozzarella,95,Fridge,17280
/i/dairy.3.5,Feta Cheese,88,Fridge,17280
/i/dairy.5,Butter,19,Fridge,17280
/i/baking.0,Flour,5,Pantry,0
/i/baking.1,Light Brown Sugar,8,Pantry,0
/i/baking.1.1,White Sugar,8,Pantry,0
/i/baking.2,Pizza Dough,325,Pantry,10080
/i/baking.3,Baking Soda,56,Pantry,0
/i/baking.4,Cornstarch,8,Pantry,0
/i/baking.5,Baking Powder,56,Pantry,0
/i/liquid.0,Water,0,Fridge,0
/i/liquid.2.1,Red Wine,175,Pantry,0
/i/liquid.3.1,Sherry Vinegar,60,Pantry,0
/i/liquid.3.2,Red Wine Vinegar,37,Pantry,0
/i/liquid.3.3,Apple Cider Vinegar,15,Pantry,0
/i/liquid.5,Sesame Oil,49,Pantry,0
/i/liquid.6,Hot Chili Oil,60,Pantry,0
/i/liquid.7,Soy Sauce,23,Fridge,129600
/i/liquid.8,Tomato Juice,11,Fridge,10080
/i/liquid.9,XVOO,47,Pantry,0
/i/liquid.10,Tabasco Sauce,33,Pantry,0
/i/liquid.11,Peanut Oil,16,Pantry,0
/i/liquid.12,Oyster Sauce,28,Fridge,10080
/i/liquid.13,Sriracha,42,Fridge,43200
/i/liquid.14,Mayonnaise,13,Fridge,17280
/i/liquid.15,Lime Juice,10,Fridge,0
/i/liquid.16,Tomato Paste,15,Fridge,10080
/i/liquid.17,Chicken Broth,6,Fridge,10080
/i/beef.1,New York Strip Steak,195,Fridge,4320
/i/poultry.1,Eggs,14,Fridge,10080
/i/poultry.2,Chicken,28,Fridge,4320
/i/pork.1,Bacon,38,Fridge,10080
/i/seasoning.1,Kosher Salt,4,Pantry,0
/i/seasoning.2,Black Pepper,4,Pantry,0
/i/citrus.1,Orange Zest,7,Fridge,4320
/i/citrus.2,Grapefruit Zest,8,Fridge,4320
/i/citrus.3,Lemon Zest,7,Fridge,4320
/i/citrus.4,Lime Zest,7,Fridge,4320
/i/seafood.1,Salmon,93,Fridge,4320
/i/seafood.2,Shrimp,90,Fridge,4320
/i/grain.1,Rice,3,Pantry,0
/i/grain.2,Corn Tortillas,6,Pantry,43200
/i/spice.1,Nutmeg,100,Pantry,0
/i/spice.2,Paprika,45,Pantry,0
/i/spice.3,Cumin,83,Pantry,0
/i/spice.4,Dry Mustard,49,Pantry,0
/i/spice.5,Red Pepper Flakes,25,Pantry,0
/i/spice.6,Chili Powder,34,Pantry,0
/i/spice.7,Turmeric,65,Pantry,0
/i/herb.1,Dill,46,Fridge,10080
/i/herb.3,Mint,43,Fridge,10080
/i/herb.2,Cilantro,35,Fridge,10080
